name,picture,position,overall,pace,acceleration,sprintSpeed,shooting,positioning,finishing,shotPower,longShot,volleys,penalties,passing,vision,crossing,freeKickAccuracy,shortPassing,longPassing,curve,dribbling,agility,balance,reaction,ballControl,subDribbling,composure,defending,interceptions,headingAccuracy,defAwareness,standingTackle,slidingTackle,physicality,jumping,stamina,strength,aggression,cardPicture,nation,nationFlag,club,clubLogo,league,foot,age,height,weight,attWorkRate,defWorkRate,playStyle,playStyleIcon,fifaVersion,diving,handling,kicking,reflexes
Presnel Kimpembe,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p225850.png.adapt.50w.png,CB,82,79,78,79,43,47,33,70,37,33,52,68,64,59,32,79,75,50,69,68,59,80,78,63,79,81,81,80,80,83,82,86,92,79,87,90,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/225850.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Paris SG,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,Ligue 1 Uber Eats,Left,28,"189CM / 6'2""FT",80KG / 176LBS,Medium,High,,,Fifa24,,,,
Orkun Kökçü,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p243245.png.adapt.50w.png,CM,82,72,75,69,76,77,72,78,84,72,78,83,84,78,82,84,85,82,80,78,80,74,85,78,78,69,74,41,70,73,69,79,66,88,73,85,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/243245.png.adapt.265w.png,Turkey,https://images.ctfassets.net/rs6bgs1g8dbr/1ySnbOdpioMQcxuDCCSktU/a77b2136ae4a635a6eae9888e1af1aa1/f_48.png,SL Benfica,https://images.ctfassets.net/rs6bgs1g8dbr/PLk7I5YqBX2O2VngWJUOz/915e5fe317e27cb4765db8ba8eaae5fd/234.png,Liga Portugal,Right,23,"175CM / 5'9""FT",68KG / 150LBS,Medium,Medium,,,Fifa24,,,,
Mateo Kovačić,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p207410.png.adapt.50w.png,CM,82,69,76,64,69,73,61,78,76,76,59,82,82,73,70,89,84,78,87,86,84,83,88,87,84,71,76,42,73,75,68,70,64,75,65,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/207410.png.adapt.265w.png,Croatia,https://images.ctfassets.net/rs6bgs1g8dbr/14fF2K15SAGhgRD8gv1hCs/4115961b1636a5aacb8b8ff0057e0688/f_10.png,Manchester City,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,Premier League,Right,30,"177CM / 5'10""FT",80KG / 176LBS,High,High,,,Fifa24,,,,
Robin Le Normand,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233486.png.adapt.50w.png,CB,82,62,58,66,26,21,19,40,22,38,34,54,32,35,25,78,67,34,59,41,51,82,72,52,73,84,82,85,84,86,80,79,86,70,86,72,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/233486.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Real Sociedad,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,LALIGA EA SPORTS,Right,27,"187CM / 6'2""FT",81KG / 179LBS,Medium,Medium,,,Fifa24,,,,
Thomas Lemar,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p213565.png.adapt.50w.png,CM,82,82,85,80,78,81,77,79,79,77,69,83,85,82,81,84,80,85,86,90,87,82,85,87,81,67,76,54,55,76,69,65,70,81,57,63,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/213565.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Atlético de Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,LALIGA EA SPORTS,Left,28,"171CM / 5'7""FT",66KG / 146LBS,High,High,,,Fifa24,,,,
Manuel Locatelli,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p222077.png.adapt.50w.png,CDM,82,67,65,68,70,68,62,79,82,70,60,80,82,73,64,85,83,73,78,65,59,80,83,79,82,79,78,68,80,83,75,80,76,89,77,77,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/222077.png.adapt.265w.png,Italy,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Juventus,https://images.ctfassets.net/rs6bgs1g8dbr/3jjwlP6IBW69e2mRSjbfI4/9d964a7bf2960d6b91099da7b9608a25/45.png,Serie A TIM,Right,26,"185CM / 6'1""FT",75KG / 165LBS,Medium,High,,,Fifa24,,,,
Alexis Mac Allister,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239837.png.adapt.50w.png,CM,82,70,73,67,79,79,79,78,82,74,81,82,84,79,82,84,81,83,82,76,76,82,83,84,83,70,66,61,73,73,65,72,73,86,69,64,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/239837.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Liverpool,https://images.ctfassets.net/rs6bgs1g8dbr/6jp8xRcgC9d1x3W9m5x8Nx/28a273037c4b593de110e3895be7509f/9.png,Premier League,Right,25,"176CM / 5'9""FT",72KG / 159LBS,Medium,Medium,,,Fifa24,,,,
Donyell Malen,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231447.png.adapt.50w.png,RM,82,89,91,87,80,80,82,86,72,76,74,73,74,74,61,79,58,76,85,87,86,81,85,86,79,35,31,67,29,33,35,73,83,76,73,65,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/231447.png.adapt.265w.png,Holland,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Borussia Dortmund,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,Bundesliga,Right,25,"178CM / 5'10""FT",77KG / 170LBS,High,Medium,,,Fifa24,,,,
Iñigo Martínez,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p204525.png.adapt.50w.png,CB,82,71,70,72,56,52,42,81,74,37,39,67,55,53,71,75,80,72,61,66,60,81,74,48,70,82,83,81,82,82,85,80,87,69,82,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/204525.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,FC Barcelona,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,LALIGA EA SPORTS,Left,33,"182CM / 6'0""FT",76KG / 168LBS,Medium,Medium,,,Fifa24,,,,
Joselu,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p173608.png.adapt.50w.png,ST,82,63,64,62,84,85,87,84,79,75,87,69,73,58,65,78,60,73,74,63,34,80,83,75,74,33,30,90,26,28,20,77,89,68,85,67,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/173608.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Real Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,LALIGA EA SPORTS,Right,34,"192CM / 6'4""FT",80KG / 176LBS,High,Medium,,,Fifa24,,,,
Noussair Mazraoui,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p236401.png.adapt.50w.png,RB,82,79,83,75,66,80,69,68,61,56,44,77,77,79,42,83,76,69,83,86,70,79,84,83,79,77,81,65,76,78,83,74,78,85,70,69,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/236401.png.adapt.265w.png,Morocco,https://images.ctfassets.net/rs6bgs1g8dbr/4kTHwfowcZeRRz76jN9tVp/1fc175d30b183bea985d1d3e728a6750/f_129.png,FC Bayern München,https://images.ctfassets.net/rs6bgs1g8dbr/1Uh6FbAG5LLX0OdAnHi84E/ed4e33b98ac5d03b2adad5a4e2efb777/21.png,Bundesliga,Right,26,"183CM / 6'0""FT",65KG / 143LBS,High,Low,,,Fifa24,,,,
Ferland Mendy,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p228618.png.adapt.50w.png,LB,82,92,91,92,64,80,63,69,64,50,49,76,75,77,45,81,78,72,77,81,79,80,75,76,78,77,78,72,76,79,78,86,91,91,84,82,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/228618.png.adapt.265w.png,France,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,Real Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,LALIGA EA SPORTS,Left,29,"180CM / 5'11""FT",73KG / 161LBS,High,High,,,Fifa24,,,,
Nahuel Molina,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233084.png.adapt.50w.png,RB,82,85,84,86,67,77,67,70,67,62,45,76,76,82,44,80,69,68,79,82,76,81,81,77,76,78,80,64,79,79,77,71,76,86,61,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/233084.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Atlético de Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,LALIGA EA SPORTS,Right,26,"175CM / 5'9""FT",70KG / 154LBS,High,High,,,Fifa24,,,,
João Mário,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p212814.png.adapt.50w.png,RM,82,70,71,70,79,82,82,78,73,69,84,81,82,79,67,85,77,77,83,80,78,81,86,83,86,69,74,55,67,74,65,70,69,85,65,65,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/212814.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,SL Benfica,https://images.ctfassets.net/rs6bgs1g8dbr/PLk7I5YqBX2O2VngWJUOz/915e5fe317e27cb4765db8ba8eaae5fd/234.png,Liga Portugal,Right,31,"179CM / 5'10""FT",73KG / 161LBS,Medium,Medium,,,Fifa24,,,,
Darwin Núñez,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p253072.png.adapt.50w.png,ST,82,90,88,92,81,86,81,85,75,78,78,71,76,68,61,72,68,75,76,78,66,84,76,76,79,43,41,79,38,41,34,85,94,88,85,80,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/253072.png.adapt.265w.png,Uruguay,https://images.ctfassets.net/rs6bgs1g8dbr/4fGYxsJVNmxNUml4L5DpGb/6ae8147d2d002a8a3db6a6100e58dd6d/f_60.png,Liverpool,https://images.ctfassets.net/rs6bgs1g8dbr/6jp8xRcgC9d1x3W9m5x8Nx/28a273037c4b593de110e3895be7509f/9.png,Premier League,Right,25,"187CM / 6'2""FT",80KG / 176LBS,High,High,,,Fifa24,,,,
Loïs Openda,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p243580.png.adapt.50w.png,ST,82,93,94,93,79,84,83,79,72,69,75,68,69,69,48,75,59,59,80,82,84,83,80,80,78,31,26,79,29,23,19,78,93,79,78,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/243580.png.adapt.265w.png,Belgium,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,RB Leipzig,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,Bundesliga,Right,24,"177CM / 5'10""FT",79KG / 174LBS,High,Medium,,,Fifa24,,,,
Nicolás Otamendi,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p192366.png.adapt.50w.png,CB,82,64,63,65,57,48,54,69,56,57,45,64,62,52,39,74,72,50,59,58,58,81,66,51,79,83,84,79,84,84,80,85,91,83,83,90,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/192366.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,SL Benfica,https://images.ctfassets.net/rs6bgs1g8dbr/PLk7I5YqBX2O2VngWJUOz/915e5fe317e27cb4765db8ba8eaae5fd/234.png,Liga Portugal,Right,36,"183CM / 6'0""FT",78KG / 172LBS,Medium,High,,,Fifa24,,,,
Isi Palazón,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p232498.png.adapt.50w.png,RM,82,84,87,82,79,78,82,75,81,65,78,79,80,80,76,81,77,75,82,86,81,77,82,83,76,39,41,35,39,41,37,64,65,72,64,55,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/232498.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Rayo Vallecano,https://images.ctfassets.net/rs6bgs1g8dbr/322tdrkk8XTIEqbrKTRIeB/60a54b63242f1b98962c5fc80e383d6b/480.png,LALIGA EA SPORTS,Left,29,"169CM / 5'7""FT",71KG / 157LBS,High,Medium,,,Fifa24,,,,
Pedro Gonçalves,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p240950.png.adapt.50w.png,LW,82,76,77,76,82,84,84,78,79,79,83,81,86,79,72,83,78,79,84,83,87,84,84,83,86,58,69,40,57,61,48,66,61,84,58,64,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/240950.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Sporting CP,https://images.ctfassets.net/rs6bgs1g8dbr/7qNwSJ36qmBT8u6Yptdd1w/6b11b8a5c8941ae9abe04b216ef70dbd/237.png,Liga Portugal,Right,26,"173CM / 5'8""FT",77KG / 170LBS,High,Medium,,,Fifa24,,,,
Fernando,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p184134.png.adapt.50w.png,CDM,82,63,60,66,62,62,54,76,68,56,54,74,78,62,53,81,80,65,73,69,62,82,78,70,77,82,83,74,83,83,83,81,80,80,81,84,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/184134.png.adapt.265w.png,Brazil,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Sevilla FC,https://images.ctfassets.net/rs6bgs1g8dbr/1Sb2cM0OTHadGOu7hgdjQd/03ee18584b92855cd8cc8e738fa42ba0/481.png,LALIGA EA SPORTS,Right,37,"183CM / 6'0""FT",76KG / 168LBS,Medium,Medium,,,Fifa24,,,,
Cristian Romero,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p232488.png.adapt.50w.png,CB,82,70,72,69,46,43,48,51,36,52,40,59,50,42,38,74,64,54,66,67,65,83,68,60,82,84,83,82,85,84,83,80,88,71,81,89,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/232488.png.adapt.265w.png,Argentina,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Spurs,https://images.ctfassets.net/rs6bgs1g8dbr/27jHaCYQVBBgnrYC9OtN3S/b3f0fda4deae9e5578ccf315dc653816/18.png,Premier League,Right,26,"185CM / 6'1""FT",79KG / 174LBS,Medium,High,,,Fifa24,,,,
Jadon Sancho,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233049.png.adapt.50w.png,LW,82,78,81,75,70,82,76,63,59,80,74,80,84,77,65,85,68,84,87,89,89,78,86,89,85,33,36,38,30,34,28,47,56,66,45,25,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/233049.png.adapt.265w.png,England,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,Manchester Utd,https://images.ctfassets.net/rs6bgs1g8dbr/77cZgiyhWVAujeOJxxHLkt/cfe1fcd96128e52be8a5a681c69e4be4/11.png,Premier League,Right,24,"180CM / 5'11""FT",76KG / 168LBS,Medium,Medium,,,Fifa24,,,,
Stefan Savić,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p204639.png.adapt.50w.png,CB,82,64,59,68,35,29,34,45,31,27,37,57,55,36,30,72,71,34,57,57,53,80,66,47,80,85,84,84,86,85,82,80,84,70,82,86,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/204639.png.adapt.265w.png,Montenegro,https://images.ctfassets.net/rs6bgs1g8dbr/4aUsqR2fedcOXeQcnUoPPm/66f0ea551537d621bf6a3d7d0a7d358f/f_15.png,Atlético de Madrid,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,LALIGA EA SPORTS,Right,33,"187CM / 6'2""FT",80KG / 176LBS,Medium,High,,,Fifa24,,,,
Fabian Schär,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p210047.png.adapt.50w.png,CB,82,54,52,55,68,62,60,80,73,61,75,75,74,65,68,81,84,66,73,53,62,83,77,73,81,84,85,82,84,84,80,77,81,71,80,78,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/210047.png.adapt.265w.png,Switzerland,https://images.ctfassets.net/rs6bgs1g8dbr/2s8MRlpVLTi9FNURVrPJZA/a14dfe4369d30b6ed61dbce95b7892ff/f_47.png,Newcastle Utd,https://images.ctfassets.net/rs6bgs1g8dbr/3owxOhrktlKmPKAGZw3bxu/8878cf46de2cf24e1b4bfcfb2c4b695a/13.png,Premier League,Right,32,"188CM / 6'2""FT",84KG / 185LBS,High,High,,,Fifa24,,,,
Dominik Szoboszlai,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p236772.png.adapt.50w.png,CAM,82,83,78,87,82,79,77,89,87,85,79,84,84,85,87,83,81,90,82,80,68,80,83,83,82,34,32,58,35,30,25,64,73,74,67,40,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/236772.png.adapt.265w.png,Hungary,https://images.ctfassets.net/rs6bgs1g8dbr/1UhlxXb91m3RCvuMXGGxjQ/ab14c408f39056b9573d19f854f9078e/f_23.png,Liverpool,https://images.ctfassets.net/rs6bgs1g8dbr/6jp8xRcgC9d1x3W9m5x8Nx/28a273037c4b593de110e3895be7509f/9.png,Premier League,Right,23,"186CM / 6'1""FT",74KG / 163LBS,Medium,Medium,,,Fifa24,,,,
Dušan Tadić,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p199434.png.adapt.50w.png,LW,82,64,65,63,80,84,82,76,77,80,84,85,88,86,79,85,80,85,83,71,82,82,86,83,86,43,41,66,51,34,26,76,76,86,79,56,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/199434.png.adapt.265w.png,Serbia,https://images.ctfassets.net/rs6bgs1g8dbr/2FEGjkYVxKR5rKjPaAEmOS/15cdaa7df795b3ed40e120fa84b11cab/f_51.png,Fenerbahçe,https://images.ctfassets.net/rs6bgs1g8dbr/76uLsEAnDbWmVAZMtHUOoV/6311bc7f884ffadc513ec1c6929b05c6/326.png,Trendyol Süper Lig,Left,35,"181CM / 5'11""FT",76KG / 168LBS,Medium,Medium,,,Fifa24,,,,
Mehdi Taremi,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241788.png.adapt.50w.png,ST,82,78,79,77,81,86,84,81,72,75,85,76,83,70,49,82,67,74,81,74,65,84,85,81,84,38,23,75,38,41,25,74,80,82,80,46,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/241788.png.adapt.265w.png,Iran,https://images.ctfassets.net/rs6bgs1g8dbr/5oovObn2dmyQJT30nIiVoH/576c48f4e4d9249f787fbe1b2f3512c4/f_161.png,FC Porto,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,Liga Portugal,Right,32,"185CM / 6'1""FT",83KG / 183LBS,Medium,Medium,,,Fifa24,,,,
Nuno Mendes,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p252145.png.adapt.50w.png,LB,82,89,90,88,58,77,45,80,63,54,45,75,72,79,59,79,72,73,80,82,84,80,80,78,80,77,77,70,76,79,78,76,84,81,73,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/252145.png.adapt.265w.png,Portugal,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Paris SG,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,Ligue 1 Uber Eats,Left,22,"176CM / 5'9""FT",70KG / 154LBS,High,Medium,,,Fifa24,,,,
Youri Tielemans,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p216393.png.adapt.50w.png,CM,82,50,55,46,79,76,74,86,86,79,75,85,86,80,78,88,86,83,79,62,75,80,84,78,85,69,68,65,68,71,67,69,66,82,65,64,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/216393.png.adapt.265w.png,Belgium,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Aston Villa,https://images.ctfassets.net/rs6bgs1g8dbr/2afdYD6ZLChosw84IZhOhk/8e31fd894257e5b7f6397e3bbc01af9a/2.png,Premier League,Right,27,"176CM / 5'9""FT",72KG / 159LBS,Medium,Medium,,,Fifa24,,,,
Lucas Torreira,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p223959.png.adapt.50w.png,CDM,82,76,80,72,70,68,68,80,71,65,48,77,78,71,72,82,76,70,80,87,90,84,80,77,82,79,82,59,83,81,79,78,74,92,68,87,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/223959.png.adapt.265w.png,Uruguay,https://images.ctfassets.net/rs6bgs1g8dbr/4fGYxsJVNmxNUml4L5DpGb/6ae8147d2d002a8a3db6a6100e58dd6d/f_60.png,Galatasaray,https://images.ctfassets.net/rs6bgs1g8dbr/5DNfv63c2VU5vMPHlX3E3O/60848cc71be733f0c1929c713cdbc499/325.png,Trendyol Süper Lig,Right,28,"166CM / 5'5""FT",60KG / 132LBS,Medium,High,,,Fifa24,,,,
Ferran Torres,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241461.png.adapt.50w.png,LW,82,83,87,80,79,85,81,79,77,74,74,78,80,78,60,79,77,76,83,84,78,81,83,84,82,35,34,75,35,24,28,68,84,72,69,54,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/241461.png.adapt.265w.png,Spain,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,FC Barcelona,https://images.ctfassets.net/rs6bgs1g8dbr/4OJIzFZkwqt9zviE8fTl6A/e20b4e9d5e3737b4cfcee2d7e9d03ce4/241.png,LALIGA EA SPORTS,Right,24,"184CM / 6'0""FT",77KG / 170LBS,High,Medium,,,Fifa24,,,,
Viktor Tsygankov,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p244369.png.adapt.50w.png,RM,82,85,84,85,78,79,82,72,75,69,81,79,80,79,76,80,77,72,81,82,72,78,83,82,77,46,39,45,60,39,37,61,64,77,53,61,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-shields/en/244369.png.adapt.265w.png,Ukraine,https://images.ctfassets.net/rs6bgs1g8dbr/6B6dfxqWnBfv5OGdXqIoGy/39af824aefc90460f6a9a81a78a170af/f_49.png,Girona FC,https://images.ctfassets.net/rs6bgs1g8dbr/3aMfgMBPD4Z2OBaMOQKLUR/84dcf821f697640d95706e3c0bca5867/110062.png,LALIGA EA SPORTS,Left,26,"178CM / 5'10""FT",72KG / 159LBS,High,Medium,,,Fifa24,,,,
